,Bill Number,Title,Link,Description,Last Action,Governor Signed,Sponsors,Subjects,Session,Types,Last Action Date
3160,HB24-1045,Treatment for Substance Use Disorders,/bills/hb24-1045,"Concerning treatment for substance use disorders, and, in connection therewith, making an appropriation.",Last Action:06/6/2024 | Governor Signed,1,"Rep. R. Armagost, Rep. C. deGruy Kennedy, Sen. K. Mullica, Sen. P. Will",Health Care & Health Insurance,2024 Regular Session,Type:Bill,2024-06-06
3161,HB24-1046,Child Welfare System Tools,/bills/hb24-1046,"Concerning measures to enhance child welfare system tools, and, in connection therewith, making an appropriation.",Last Action:05/28/2024 | Governor Signed,1,"Rep. M. Duran, Rep. G. Evans, Sen. C. Kolker, Sen. B. Kirkmeyer",Human Services,2024 Regular Session,Type:Bill,2024-05-28
3162,HB24-1047,Veterinary Technician Scope of Practice,/bills/hb24-1047,"Concerning the scope of practice for veterinary technicians, and, in connection therewith, directing the state board of veterinary medicine to promulgate rules regarding the supervision of and the delegation of certain tasks to veterinary technicians, veterinary technician specialists, or other personnel by a licensed veterinarian and establishing a veterinary technician specialist designation.",Last Action:03/22/2024 | Governor Signed,1,"Rep. K. McCormick, Rep. M. Catlin, Sen. D. Roberts, Sen. C. Simpson",Health Care & Health InsuranceProfessions & Occupations,2024 Regular Session,Type:Bill,2024-03-22
3163,HB24-1048,Providing Veterinary Services Through Telehealth,/bills/hb24-1048,Concerning the provision of veterinary services through telehealth.,Last Action:04/19/2024 | Governor Signed,1,"Rep. K. McCormick, Rep. M. Martinez, Sen. J. Ginal, Sen. B. Pelton",AgricultureHealth Care & Health InsuranceProfessions & OccupationsTelecommunications & Information Technology,2024 Regular Session,Type:Bill,2024-04-19
3164,HB24-1049,School Mental Health Professional Loan Repayment Program,/bills/hb24-1049,Concerning the creation of a loan repayment program for licensed school mental health professionals practicing in Colorado schools.,Last Action:02/15/2024 | House Committee on Education Postpone Indefinitely,0,"Rep. R. Weinberg, Rep. S. Vigil, Sen. J. Marchman, Sen. F. Winter",Higher Education,2024 Regular Session,Type:Bill,2024-02-15
3165,HB24-1050,Simplify Processes Regarding Certain Local Government Taxes,/bills/hb24-1050,"Concerning the simplification of processes related to taxes imposed by local governments, and, in connection therewith, requiring local taxing jurisdictions to report to the executive director of the department of revenue information on local lodging tax and building permit-related sales or use tax information, requiring the executive director to publish that information, modifying the scope of the sales and use tax simplification task force to include simplification of local lodging tax, requiring the sales and use tax simplification task force to receive information related to the feasibility and implementation of an electronic portal for the collection and remittance of local lodging taxes, and making an appropriation.",Last Action:06/4/2024 | Governor Signed,1,"Rep. R. Taggart, Rep. C. Kipp, Sen. J. Bridges, Sen. K. Van Winkle",Fiscal Policy & Taxes,2024 Regular Session,Type:Bill,2024-06-04
3166,HB24-1051,Towing Carrier Regulation,/bills/hb24-1051,"Concerning the regulation of businesses that obtain a permit from the public utilities commission to tow motor vehicles, and, in connection therewith, making an appropriation.",Last Action:05/30/2024 | Governor Signed,1,"Rep. A. Boesenecker, Rep. T. Mauro, Sen. J. Gonzales, Sen. K. Priola",Business & Economic DevelopmentTransportation & Motor Vehicles,2024 Regular Session,Type:Bill,2024-05-30
3167,HB24-1052,Senior Housing Income Tax Credit,/bills/hb24-1052,"Concerning the reinstatement of an income tax credit to help income-qualified seniors afford housing, and, in connection therewith, making an appropriation.",Last Action:06/6/2024 | Governor Signed,1,"Rep. M. Weissman, Rep. B. Marshall, Sen. C. Kolker, Sen. C. Hansen",Fiscal Policy & Taxes,2024 Regular Session,Type:Bill,2024-06-06
3168,HB24-1053,Tax Policy Analysis by the Legislative Branch,/bills/hb24-1053,concerning tax policy.,Last Action:06/4/2024 | Governor Signed,1,"Rep. M. Weissman, Rep. B. Marshall, Sen. L. Liston, Sen. C. Hansen",Fiscal Policy & Taxes,2024 Regular Session,Type:Bill,2024-06-04
3169,HB24-1054,Jail Standards Commission Recommendations,/bills/hb24-1054,"Concerning implementation of jail standards in Colorado, and, in connection therewith, making an appropriation.",Last Action:06/3/2024 | Governor Signed,1,"Rep. J. Amabile, Rep. L. García, Sen. R. Fields, Sen. J. Coleman","Crimes, Corrections, & Enforcement",2024 Regular Session,Type:Bill,2024-06-03
3170,HB24-1055,Child Passenger Safety & Education,/bills/hb24-1055,Concerning improving child passenger safety.,Last Action:06/4/2024 | Governor Signed,1,"Rep. M. Froelich, Rep. R. Pugliese, Sen. F. Winter, Sen. K. Priola",Children & Domestic MattersTransportation & Motor Vehicles,2024 Regular Session,Type:Bill,2024-06-04
3171,HB24-1056,Issuance of Treasurer's Deeds,/bills/hb24-1056,"Concerning property subject to a property tax lien, and, in connection therewith, modernizing statutes related to the issuance of a treasurer's deed for property subject to a property tax lien to align with a federal supreme court decision.",Last Action:05/10/2024 | Governor Signed,1,"Rep. L. Frizell, Rep. B. Marshall, Sen. C. Hansen, Sen. C. Kolker",Fiscal Policy & Taxes,2024 Regular Session,Type:Bill,2024-05-10
3172,HB24-1057,Prohibit Algorithmic Devices Used for Rent Setting,/bills/hb24-1057,"Concerning prohibiting the use of an algorithmic device by a landlord for the purpose of determining the amount of rent to charge a residential tenant, and, in connection therewith, declaring that such use is an unfair or deceptive trade practice under the ""Colorado Consumer Protection Act"".",Last Action:05/1/2024 | Senate Considered House Adherence - Result was to Adhere,0,"Rep. S. Woodrow, Rep. J. Mabrey, Sen. J. Gonzales, Sen. N. Hinrichsen",Housing,2024 Regular Session,Type:Bill,2024-05-01
3173,HB24-1058,Protect Privacy of Biological Data,/bills/hb24-1058,"Concerning protecting the privacy of individuals' biological data, and, in connection therewith, protecting the privacy of neural data and expanding the scope of the ""Colorado Privacy Act"" accordingly.",Last Action:04/17/2024 | Governor Signed,1,"Rep. C. Kipp, Rep. M. Soper, Sen. M. Baisley, Sen. K. Priola",Health Care & Health Insurance,2024 Regular Session,Type:Bill,2024-04-17
3174,HB24-1059,Compensation for State Elected Officials,/bills/hb24-1059,"Concerning compensation for state elected officials, and, in connection therewith, creating the independent state elected official pay commission and modifying the amount of per diem allowed to members of the general assembly for expenses incurred during sessions of the general assembly.",Last Action:06/4/2024 | Governor Signed,1,"Rep. R. English, Rep. N. Ricks, Sen. C. Hansen, Sen. F. Winter",State GovernmentState Revenue & Budget,2024 Regular Session,Type:Bill,2024-06-04
3175,HB24-1060,Travel Insurance Consumer Protections,/bills/hb24-1060,Concerning implementing provisions of the travel insurance model act.,Last Action:04/29/2024 | Governor Signed,1,"Rep. M. Snyder, Sen. D. Roberts",Insurance,2024 Regular Session,Type:Bill,2024-04-29
3176,HB24-1061,Marijuana Industry & Social Equity,/bills/hb24-1061,"Concerning measures related to the marijuana industry, and, in connection therewith, reforming the social equity program; creating independent delivery licenses for social equity licensees; creating accelerator licenses for social equity licensees; expanding permissible delivery locations; allowing a marijuana hospitality business that is mobile to suspend its license privileges to perform non-marijuana commercial activities; creating reporting requirements concerning social equity licenses; reforming social equity license eligibility requirements; eliminating a delivery surcharge; requiring a sunset review of the ""Colorado Marijuana Code"" to review certain social equity matters; providing grants to local jurisdictions that establish a social equity program; creating an income tax credit for accelerator-endorsed licensees; and clarifying marijuana retailer sales tax requirements.",Last Action:03/21/2024 | House Committee on Business Affairs & Labor Postpone Indefinitely,0,"Rep. N. Ricks, Rep. R. English","Liquor, Tobacco, & Marijuana",2024 Regular Session,Type:Bill,2024-03-21
3177,HB24-1062,Warrants for Metro Sewage Disposal Districts,/bills/hb24-1062,Concerning administrative inspection warrants for a metropolitan sewage disposal district.,Last Action:04/17/2024 | Governor Signed,1,"Rep. G. Evans, Rep. B. Titone, Sen. K. Priola, Sen. B. Gardner",Water,2024 Regular Session,Type:Bill,2024-04-17
3178,HB24-1063,Addressing Abbreviated School Days,/bills/hb24-1063,"Concerning addressing the effect of abbreviated school days on children with disabilities in public schools, and, in connection therewith, making an appropriation.",Last Action:06/5/2024 | Governor Signed,1,"Rep. M. Young, Rep. L. García, Sen. C. Kolker, Sen. B. Kirkmeyer",Education & School Finance (Pre & K-12),2024 Regular Session,Type:Bill,2024-06-05
3179,HB24-1064,Gadsden Flag Don’t Tread on Me License Plate,/bills/hb24-1064,"Concerning the creation of the Gadsden flag ""Don't Tread on Me"" license plate.",Last Action:04/1/2024 | House Committee on Finance Postpone Indefinitely,0,Rep. D. Wilson,Transportation & Motor Vehicles,2024 Regular Session,Type:Bill,2024-04-01
3180,HB24-1065,Reduction of State Income Tax Rate,/bills/hb24-1065,Concerning a reduction of the state income tax rate.,Last Action:02/12/2024 | House Committee on Finance Postpone Indefinitely,0,"Rep. S. Bottoms, Rep. R. Pugliese, Sen. B. Kirkmeyer",State Revenue & Budget,2024 Regular Session,Type:Bill,2024-02-12
3181,HB24-1066,Prevent Workplace Violence in Health-Care Settings,/bills/hb24-1066,Concerning methods to prevent workplace violence in certain health-care settings.,Last Action:05/14/2024 | House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,0,"Rep. E. Hamrick, Rep. L. García, Sen. D. Michaelson Jenet, Sen. J. Gonzales",Health Care & Health InsuranceLabor & Employment,2024 Regular Session,Type:Bill,2024-05-14
3182,HB24-1067,Ballot Access for Candidates with Disabilities,/bills/hb24-1067,Concerning ballot access for candidates with disabilities.,Last Action:04/4/2024 | Governor Signed,1,"Rep. D. Ortiz, Sen. F. Winter, Sen. L. Liston",Elections & Redistricting,2024 Regular Session,Type:Bill,2024-04-04
3183,HB24-1068,Air Conditioning in Schools & School Buses,/bills/hb24-1068,"Concerning air conditioning in schools, and, in connection therewith, air conditioning in school buses.",Last Action:03/27/2024 | House Committee on Education Postpone Indefinitely,0,"Rep. R. Weinberg, Rep. S. Lieder",Education & School Finance (Pre & K-12),2024 Regular Session,Type:Bill,2024-03-27
3184,HB24-1069,Recycling of Single-Use Electronic Smoking Devices,/bills/hb24-1069,Concerning the creation of the electronic smoking device recycling strategies advisory group to make strategy recommendations for the recycling of single-use electronic smoking devices.,Last Action:05/14/2024 | House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,0,Rep. A. Valdez,"Liquor, Tobacco, & MarijuanaPublic Health",2024 Regular Session,Type:Bill,2024-05-14
3185,HB24-1070,Allowing Certain Items at School Graduation,/bills/hb24-1070,Concerning the manner of dress during school graduation ceremonies.,Last Action:02/29/2024 | House Committee on Education Postpone Indefinitely,0,"Rep. E. Velasco, Rep. T. Hernández, Sen. R. Fields",Education & School Finance (Pre & K-12),2024 Regular Session,Type:Bill,2024-02-29
3186,HB24-1071,Name Change to Conform with Gender Identity,/bills/hb24-1071,Concerning permitting a name change for a person convicted of a felony to conform with the person's gender identity.,Last Action:04/19/2024 | Governor Signed,1,"Rep. L. García, Sen. D. Michaelson Jenet, Sen. K. Priola",Courts & Judicial,2024 Regular Session,Type:Bill,2024-04-19
3187,HB24-1072,Protection of Victims of Sexual Offenses,/bills/hb24-1072,Concerning increased evidentiary requirements in criminal proceedings for protection of victims of sexual assaults.,Last Action:04/24/2024 | Governor Signed,1,"Rep. S. Bird, Rep. L. Frizell, Sen. B. Kirkmeyer, Sen. R. Fields","Crimes, Corrections, & Enforcement",2024 Regular Session,Type:Bill,2024-04-24
3188,HB24-1073,Independent Ethics Commission Jurisdiction,/bills/hb24-1073,"Concerning the scope of the independent ethics commission's jurisdiction over ethics complaints against local governments, and, in connection therewith, expanding the independent ethics commission's jurisdiction to include school districts and special districts.",Last Action:05/14/2024 | House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,0,"Rep. T. Story, Rep. J. Parenti, Sen. J. Marchman, Sen. J. Gonzales",Local Government,2024 Regular Session,Type:Bill,2024-05-14
3189,HB24-1074,Aggravated Cruelty to Law Enforcement Animals,/bills/hb24-1074,Concerning specifications for the offense of aggravated cruelty to a law enforcement animal.,Last Action:04/17/2024 | Governor Signed,1,"Rep. R. Armagost, Rep. M. Duran, Sen. J. Ginal, Sen. B. Gardner","Crimes, Corrections, & Enforcement",2024 Regular Session,Type:Bill,2024-04-17
3190,HB24-1075,Analysis of Universal Health-Care Payment System,/bills/hb24-1075,"Concerning consideration of a statewide universal health-care payment system, and, in connection therewith, creating an analysis collaborative for the purpose of advising the Colorado school of public health in conducting an analysis of draft model legislation concerning a statewide universal health-care payment system and making an appropriation.",Last Action:05/7/2024 | Senate Second Reading Special Order - Laid Over to 05/08/2024 - No Amendments,0,"Rep. K. McCormick, Rep. A. Boesenecker, Sen. J. Marchman, Sen. S. Jaquez Lewis",Health Care & Health InsuranceInsurancePublic Health,2024 Regular Session,Type:Bill,2024-05-07
